fecha,tmed,prec,tmin,tmax,sol
02-07-2025,"30,30","0,00","25,00","35,60","10,20"
03-07-2025,"29,60","0,00","26,70","32,50","13,10"
04-07-2025,"29,10","0,00","25,20","33,00","11,90"
06-07-2025,"28,50","0,00","22,80","34,20","13,10"
07-07-2025,"28,30","0,00","25,60","31,00","12,70"
09-07-2025,"27,60","0,00","24,80","30,50","6,70"
10-07-2025,"28,80","0,00","25,40","32,20","9,00"
11-07-2025,"28,60","0,00","25,80","31,40","11,50"
13-07-2025,"25,80","0,00","21,10","30,40","13,20"
14-07-2025,"27,20","0,00","24,20","30,10","12,60"
15-07-2025,"27,00","0,00","23,40","30,50","13,00"
16-07-2025,"28,30","0,00","23,80","32,80","13,00"
17-07-2025,"28,10","0,00","24,20","32,00","12,90"
18-07-2025,"28,40","0,00","25,30","31,40","9,00"
19-07-2025,"29,70","0,00","25,20","34,20","13,00"
20-07-2025,"31,20","0,00","23,80","38,70","13,30"
21-07-2025,"28,70","0,00","26,20","31,20","13,10"
22-07-2025,"27,80","0,00","24,80","30,80","11,70"
27-07-2025,"26,20","0,00","21,80","30,60","13,00"
28-07-2025,"27,00","0,00","23,10","31,00","12,70"
29-07-2025,"25,00","0,00","22,40","27,50","7,70"
30-07-2025,"26,60","0,00","24,00","29,30","11,20"
31-07-2025,"26,10","0,00","22,80","29,40","12,10"
02-08-2025,"26,40","0,00","22,60","30,30","12,30"
03-08-2025,"27,00","0,00","23,50","30,40","8,40"
04-08-2025,"27,70","0,00","25,40","30,00","11,20"
05-08-2025,"27,80","0,00","23,80","31,80","11,00"
06-08-2025,"27,90","0,00","24,20","31,60","10,60"
07-08-2025,"27,60","0,00","23,80","31,50","11,70"
08-08-2025,"27,10","0,00","23,20","31,00","11,80"
09-08-2025,"27,70","0,00","24,00","31,40","11,80"
10-08-2025,"28,60","0,00","23,20","34,00","12,30"
11-08-2025,"32,40","0,00","26,50","38,20","10,90"
12-08-2025,"29,40","0,00","26,30","32,40","10,10"
13-08-2025,"28,60","0,00","24,30","33,00","8,50"
14-08-2025,"27,80","0,00","24,00","31,60","11,00"
15-08-2025,"29,60","0,00","23,30","35,80","12,00"
16-08-2025,"30,90","0,00","24,80","37,00","10,80"
17-08-2025,"31,20","0,00","25,80","36,60","9,00"
19-08-2025,"28,60","0,00","25,30","32,00","7,40"
20-08-2025,"27,60","0,00","24,70","30,40","7,50"
21-08-2025,"26,80","0,00","23,20","30,50","9,80"
22-08-2025,"26,40","0,00","23,30","29,50","6,20"
23-08-2025,"26,80","0,00","23,50","30,00","7,80"
24-08-2025,"27,50","0,00","23,80","31,20","9,80"
25-08-2025,"28,10","0,00","25,00","31,20","6,80"
26-08-2025,"27,80","0,00","24,30","31,40","9,00"
27-08-2025,"27,90","0,00","24,80","31,00","9,50"
29-08-2025,"29,20","0,00","23,20","35,10","11,00"
30-08-2025,"26,80","0,00","22,50","31,20","10,80"
31-08-2025,"27,40","0,00","23,20","31,60","10,80"
01-09-2025,"27,90","0,00","23,00","32,80","11,50"
02-09-2025,"25,00","0,00","20,40","29,50","9,50"
03-09-2025,"25,60","0,00","20,80","30,40","11,70"
05-09-2025,"26,90","0,00","24,60","29,20","4,50"
06-09-2025,"25,60","0,00","22,80","28,40","5,80"
09-09-2025,"25,40","0,00","23,30","27,60","2,70"
10-09-2025,"26,20","0,00","21,20","31,20","10,80"
11-09-2025,"26,80","0,00","22,00","31,50","11,40"
12-09-2025,"25,50","0,00","21,50","29,50","8,20"
13-09-2025,"26,00","0,00","22,00","30,00","8,20"
14-09-2025,"26,30","0,00","22,80","29,80","10,20"
15-09-2025,"26,00","0,00","22,40","29,60","10,80"
16-09-2025,"26,40","0,00","22,70","30,00","11,00"
17-09-2025,"26,20","0,00","22,80","29,50","8,20"
18-09-2025,"25,80","0,00","21,80","29,80","10,50"
19-09-2025,"26,40","0,00","23,30","29,60","5,00"
20-09-2025,"25,80","0,00","21,50","30,00","8,90"
21-09-2025,"26,20","0,00","22,00","30,50","4,50"
22-09-2025,"22,40","0,00","18,70","26,00","11,10"
23-09-2025,"21,90","0,00","17,60","26,20","10,40"
24-09-2025,"21,00","0,00","16,70","25,20","8,80"
25-09-2025,"21,20","0,00","17,10","25,30","8,70"
26-09-2025,"22,20","0,00","17,70","26,60","11,00"
27-09-2025,"22,60","0,00","17,60","27,50","9,50"
01-10-2025,"21,60","0,00","16,60","26,50","10,40"
02-10-2025,"22,00","0,00","17,70","26,40","9,30"
03-10-2025,"22,60","0,00","18,50","26,80","9,50"
04-10-2025,"23,70","0,00","17,40","30,00","10,00"
06-10-2025,"20,60","0,00","18,50","22,60","1,80"
07-10-2025,"21,40","0,00","16,70","26,00","9,50"
14-10-2025,"21,10","0,00","17,00","25,20","9,30"
15-10-2025,"21,80","0,00","18,10","25,50","6,50"
16-10-2025,"20,80","0,00","16,70","24,80","7,50"
17-10-2025,"21,00","0,00","16,80","25,10","8,50"
18-10-2025,"19,80","0,00","14,50","25,00","10,20"
19-10-2025,"20,40","0,00","16,20","24,60","8,00"
20-10-2025,"22,20","0,00","17,20","27,30","5,40"
21-10-2025,"23,10","0,00","20,00","26,20","6,70"
22-10-2025,"24,40","0,00","20,90","28,00","8,30"
23-10-2025,"26,60","0,00","23,20","30,00","8,40"
24-10-2025,"23,60","0,00","18,50","28,80","6,00"
25-10-2025,"24,20","0,00","18,60","29,70","9,10"
27-10-2025,"17,80","0,00","11,20","24,50","10,00"
30-10-2025,"20,10","0,00","14,50","25,70","9,50"
31-10-2025,"20,70","0,00","16,60","24,80","5,70"
02-11-2025,"23,20","0,00","18,50","27,80","6,70"
03-11-2025,"18,40","0,00","13,40","23,30","9,40"
04-11-2025,"17,60","0,00","12,00","23,20","9,50"
06-11-2025,"18,80","0,00","15,80","21,80","9,00"
08-11-2025,"18,60","0,00","14,90","22,20","8,50"
09-11-2025,"16,70","0,00","11,10","22,30","9,20"
10-11-2025,"16,50","0,00","9,80","23,20","8,50"
11-11-2025,"16,00","0,00","10,30","21,80","8,20"
12-11-2025,"16,60","0,00","12,10","21,00","4,20"
13-11-2025,"18,20","0,00","14,30","22,00","2,20"
14-11-2025,"20,30","0,00","16,40","24,20","4,90"
16-11-2025,"19,20","0,00","16,20","22,20","5,60"
18-11-2025,"15,20","0,00","10,00","20,40","9,10"
19-11-2025,"15,50","0,00","10,50","20,50","8,30"
20-11-2025,"13,70","0,00","8,80","18,60","8,00"
21-11-2025,"10,40","0,00","7,00","13,90","8,50"
22-11-2025,"12,00","0,00","7,40","16,60","8,70"
23-11-2025,"14,60","0,00","7,90","21,20","8,40"
25-11-2025,"16,50","0,00","13,40","19,60","7,30"
26-11-2025,"14,30","0,00","11,30","17,30","8,80"
27-11-2025,"12,00","0,00","6,20","17,80","9,00"
28-11-2025,"12,50","0,00","6,30","18,70","8,80"
29-11-2025,"13,20","0,00","6,50","20,00","8,50"
01-12-2025,"12,40","0,00","9,60","15,10","0,00"
02-12-2025,"14,00","0,00","9,30","18,80","4,50"
03-12-2025,"13,40","0,00","8,40","18,50","8,50"
05-12-2025,"14,60","0,00","10,40","18,80","3,70"
06-12-2025,"18,30","0,00","12,80","23,80","7,90"
07-12-2025,"18,50","0,00","13,80","23,20","8,00"
08-12-2025,"15,80","0,00","10,50","21,20","8,80"
09-12-2025,"15,00","0,00","9,30","20,80","6,50"
10-12-2025,"13,70","0,00","9,20","18,20","4,60"
11-12-2025,"13,80","0,00","9,80","17,80","3,00"
18-12-2025,"14,60","0,00","10,40","18,80","7,00"
19-12-2025,"11,90","0,00","8,00","15,80","4,20"
20-12-2025,"13,40","0,00","8,40","18,40","7,30"
22-12-2025,"10,90","0,00","7,40","14,40","7,50"
23-12-2025,"12,20","0,00","7,20","17,20","8,40"
30-12-2025,"13,00","0,00","7,00","19,00","8,50"
31-12-2025,"10,20","0,00","5,60","14,80","7,50"
